matrix,threads,nnz,rows,rep,l1miss,l2miss,l1miss_sc,l2miss_sc,l1red,l2red
mn2010,48,1227102,259777,1,154536,0,134446.40625,57520.40625,12.999944187762075,0
mo2010,48,1656568,343565,1,214916,0,197161.625,77651.625,8.261076420555009,0
mosfet2,48,1499460,46994,1,84907,0,73181.1875,70287.1875,13.810183494882637,0
mouse_gene,48,28967291,45101,1,14304153,1360763,14230393.765625,1357841.765625,0.5156490871916709,0.2146762055552657
msc10848,48,1229778,10848,1,66985,0,57754.84375,57645.84375,13.779437560647906,0
msc23052,48,1154814,23052,1,69125,0,61600.90625,54131.90625,10.884764918625677,0
msdoor,48,20240935,415863,1,1153214,1036354,1119976.828125,948793.828125,2.882133920937484,8.448867073895599
m_t1,48,9753570,97578,1,481390,467465,471705.59375,457198.59375,2.011758916886516,2.1961871477008974
mycielskian13,48,1227742,6143,1,63996,0,57550.40625,57550.40625,10.071869726232888,0
mycielskian14,48,3695512,12287,1,289085,154216,236704.125,173227.125,18.119540965459986,-12.327595709913368
mycielskian15,48,11111110,24575,1,1363114,523428,1129407.28125,520833.28125,17.14506040947419,0.4957164595703707
mycielskian16,48,33382480,49151,1,5670202,1572940,4953793.75,1564803.75,12.634616015443543,0.5172638498607703
mycielskian17,48,100245742,98303,1,20920615,4732420,19195361.15625,4699019.15625,8.246668865853131,0.7057878157475457
mycielskian18,48,300933832,196607,1,70980649,14263677,67474095.375,14106273.375,4.940154358126537,1.103527687846549
mycielskian19,48,903194710,393215,1,228304889,43479744,222017310.03125,42337252.03125,2.7540272993234063,2.6276418940047117
NACA0015,48,6229636,1039183,1,3460652,876854,3457613.1875,1102933.1875,0.08781040393544337,-25.78299095402427
nasasrb,48,2677324,54870,1,134644,65908,125499.5625,125499.5625,6.791567021181782,-90.41628102809977
nc2010,48,1416620,288987,1,174783,0,156829.0625,66404.0625,10.272130298713261,0
nd12k,48,14220946,36000,1,695468,673981,686395.84375,666606.84375,1.3044678187925254,1.094119307517571
nd24k,48,28715634,72000,1,1405537,1369093,1391686.34375,1346045.34375,0.9854351930970155,1.6834251763758925
nd3k,48,3279690,9000,1,160421,123528,153735.46875,153735.46875,4.167491319714999,-24.453944652224596
nd6k,48,6897316,18000,1,337164,325176,325205.6875,323311.6875,3.546734675113595,0.5733241383127906
nemeth21,48,1173746,9506,1,56313,0,55019.34375,55019.34375,2.297260401683448,0
nemeth22,48,1358832,9506,1,65007,0,63695.25,63695.25,2.017859615118372,0
nemeth23,48,1506810,9506,1,71951,0,70631.71875,70631.71875,1.833582924490278,0
nemeth24,48,1506550,9506,1,71939,0,70619.53125,70619.53125,1.8341494182571347,0
nemeth25,48,1511758,9506,1,72187,0,70863.65625,70863.65625,1.833216160804577,0
nemeth26,48,1511760,9506,1,72186,0,70863.75,70863.75,1.8317263735350344,0
net100,48,2033200,29920,1,141881,41187,113624.25,95306.25,19.91580972787054,-131.39886371913468
net125,48,2577200,36720,1,177796,55449,160529.25,120806.25,9.7115514409773,-117.86912297787156
net150,48,3121200,43520,1,212969,143985,193922.25,146306.25,8.943437777329095,-1.61214709865611
net4-1,48,2441727,88343,1,174033,84013,166613.953125,114455.953125,4.263011540914654,-36.236002910263885
net75,48,1489200,23120,1,107005,0,76990.25,69806.25,28.04985748329517,0
netherlands_osm,48,4882476,2216688,1,663079,569914,654680.0625,561277.0625,1.2666571404010685,1.5154808444782897
nlpkkt120,48,96845792,3542400,1,5202506,5201251,5202411.5,5200040.5,0.001816432311659035,0.023273247147657362
nlpkkt160,48,229518112,8345600,1,12320468,12318816,12320373.5,12318695.5,0.0007670163178866257,0.0009781784223418873
nlpkkt200,48,448225632,16240000,1,27026670,24048257,24050114.5,24048246.5,11.013400837025058,4.366220803445339e-05
nlpkkt240,48,774472352,27993600,1,46704128,41541591,41543586.5,41541580.5,11.049433360580032,2.5275873521550972e-05
nlpkkt80,48,28704672,1062400,1,1544641,1543628,1544546.5,1448346.5,0.006117926430801721,6.1725687795246005
NLR,48,24975952,4163763,1,13678026,10816679,13672576.75,11302246.75,0.03983944759280323,-4.489064989355791
ns3Da,48,1679599,20414,1,715685,0,668365.203125,78731.203125,6.61181900906125,0
nv1,48,2449194,75468,1,146430,68754,130599.96875,114805.96875,10.810647579048009,-66.98078475434156
nv2,48,52728362,1453908,1,46051598,5331969,45830806.96875,7752769.96875,0.47944271390973225,-45.40163246916852
nxp1,48,2656177,414604,1,932967,155487,905927.296875,124508.296875,2.8982486116872304,19.923661222481623
ny2010,48,1709544,350169,1,318728,0,284455.875,80134.875,10.752781368439548,0
offshore,48,4242673,259789,1,655787,221619,594782.296875,198875.296875,9.302517909778633,10.262524027723256
oh2010,48,1768240,365344,1,254625,0,225978.25,82886.25,11.250564555719194,0
ohne2,48,11063545,181343,1,650081,552988,584534.671875,518603.671875,10.082794009515737,6.217915782078453
oilpan,48,3597188,73752,1,181831,173428,168618.1875,168618.1875,7.266534584311805,2.7733771363332336
ok2010,48,1274148,269118,1,152106,0,139132.6875,59725.6875,8.529126069977517,0
olafu,48,1015156,16146,1,50333,0,47585.4375,47585.4375,5.458769594500626,0
opt1,48,1930655,15449,1,94516,0,90499.453125,90499.453125,4.249594645351051,0
pa2010,48,2058462,421545,1,378167,126500,326119.40625,96490.40625,13.763124162076542,23.722999011857706
packing-500x100x100-b050,48,34976486,2145852,1,2099631,1855008,1982331.78125,1844533.78125,5.586658739083201,0.5646454759224758
para-10,48,5416358,155924,1,496846,272036,463006.78125,253891.78125,6.81080631624286,6.66978589230837
para-4,48,5326228,153226,1,490624,267928,457263.9375,249666.9375,6.799517043601617,6.815660363978382
para-5,48,5416358,155924,1,496846,272035,463006.78125,253891.78125,6.81080631624286,6.669442810667745
para-6,48,5416358,155924,1,496846,272033,463006.78125,253891.78125,6.81080631624286,6.668756639819434
para-7,48,5416358,155924,1,496846,272037,463006.78125,253891.78125,6.81080631624286,6.670128971426681
para-8,48,5416358,155924,1,496846,272033,463006.78125,253891.78125,6.81080631624286,6.668756639819434
para-9,48,5416358,155924,1,496846,272035,463006.78125,253891.78125,6.81080631624286,6.669442810667745
parabolic_fem,48,3674625,525825,1,342835,257951,342308.046875,186121.046875,0.15370458821298874,27.84635575167377
patents,48,14970767,3774768,1,15072447,8831152,15058234.703125,9938413.703125,0.09429322839881274,-12.53813435806563
pattern1,48,9323432,19242,1,2186160,420296,2025685.875,437035.875,7.340456553957625,-3.982877543445572
pcrystk03,48,1751178,24696,1,86346,0,82086.46875,82086.46875,4.93309620596206,0
pct20stif,48,2698463,52329,1,138620,97708,127955.453125,126490.453125,7.6933681106622425,-29.457621817046707
pdb1HYS,48,4344765,36417,1,213103,206664,203660.859375,203660.859375,4.430787283614027,1.4531513108233653
PFlow_742,48,37138461,742793,1,1856575,1852981,1852892.359375,1740865.359375,0.19835668502484416,6.050555328144217
pkustk03,48,3130416,63336,1,160619,151009,148147.25,146738.25,7.764803665817867,2.8281426934818454
pkustk04,48,4218660,55590,1,237501,202232,205050.6875,197749.6875,13.663231944286549,2.216420991732268
pkustk05,48,2205144,37164,1,115397,0,104098.125,103366.125,9.791307399672435,0
pkustk06,48,2571768,43164,1,134552,0,121674.625,120551.625,9.570556364825494,0
pkustk07,48,2418804,16860,1,127847,0,114347.4375,113381.4375,10.559154692718641,0
pkustk08,48,3226671,22209,1,174813,152602,155566.203125,151250.203125,11.009934544341668,0.8858316896239893
pkustk09,48,1583640,33960,1,82315,0,74453.125,74233.125,9.550962764988155,0
pkustk10,48,4308984,80676,1,223571,207606,205023.625,201983.625,8.295966382044183,2.7081948498598307
pkustk11,48,5217912,87804,1,274278,251313,254265.625,244589.625,7.29638359620531,2.675299327929713
pkustk12,48,7512317,94653,1,435416,361125,402029.859375,352139.859375,7.667642122705642,2.4880970924195225
pkustk13,48,6616827,94893,1,346191,319054,324862.765625,310163.765625,6.160828668278493,2.786435642555806
pkustk14,48,14836504,151926,1,777285,712852,720963.125,695461.125,7.245974771158584,2.439619303866721
pli,48,1350309,22695,1,68275,0,63295.734375,63295.734375,7.2929558769681435,0
poisson3Db,48,2374949,85623,1,1424336,43539,1397369.734375,111325.734375,1.893251706409162,-155.69198735616342
power9,48,2512300,155376,1,165696,71671,146416.0625,117764.0625,11.635728985612205,-64.31201252947496
PR02R,48,8185136,161070,1,419987,395530,414808.25,383678.25,1.2330738808582171,2.9964225216797717
pre2,48,5959282,659033,1,421774,346314,356910.34375,279341.34375,15.378770680506623,19.338708874027617
pwtk,48,11634424,217918,1,582263,566824,568057.625,545363.625,2.439683613762166,3.786073807742792
qa8fk,48,1660579,66127,1,88732,0,77839.640625,77839.640625,12.275570679123653,0
qa8fm,48,1660579,66127,1,88732,0,77839.640625,77839.640625,12.275570679123653,0
Queen_4147,48,329499284,4147110,1,16909918,16102628,16099778.9375,16046233.9375,4.790910650779028,0.35021651434784434
radiation,48,7637688,223104,1,1971636,378929,1679790.625,358016.625,14.802193457615909,5.518810911806697
raefsky3,48,1488768,21200,1,73478,0,69786.0,69786.0,5.024633223549906,0
raefsky4,48,1328611,19779,1,65809,0,62278.640625,62278.640625,5.364554050357854,0
Raj1,48,1302464,263743,1,118645,0,114549.0,61053.0,3.452315731804964,0
rajat21,48,1893370,411676,1,160897,68585,156955.71875,88751.71875,2.4495678912596257,-29.403978639644237
rajat24,48,1948235,358172,1,176964,65984,170575.515625,91323.515625,3.610047453154314,-38.40251519307711
rajat29,48,4866270,643994,1,380066,316218,359846.40625,250581.40625,5.320021719911805,20.756754438393767
rajat30,48,6175377,643994,1,489439,384449,455807.796875,307838.796875,6.871377868334971,19.927273350951623
rajat31,48,20316253,4690002,1,1512206,1511268,1512114.359375,1511071.359375,0.006060062253423145,0.013011631623246174
ramage02,48,2866352,16830,1,141578,72085,134360.25,134360.25,5.09807314695786,-86.39141291530832
rgg_n_2_17_s0,48,1457506,131072,1,82781,0,80442.59375,68320.59375,2.8248103429530933,0
rgg_n_2_18_s0,48,3094566,262144,1,173029,171116,172653.78125,145057.78125,0.2168530997694028,15.228394042637744
rgg_n_2_19_s0,48,6539532,524288,1,361281,357927,360072.5625,306540.5625,0.3344868675629219,14.356680971259502
rgg_n_2_20_s0,48,13783240,1048576,1,754197,747695,750731.375,714006.375,0.4595119047145507,4.505664074254876
rgg_n_2_21_s0,48,28975990,2097152,1,1572479,1559779,1564184.53125,1559772.53125,0.5274772349901016,0.0004147222138520906
rgg_n_2_22_s0,48,60718396,4194304,1,3270292,3246584,3254769.8125,3246566.8125,0.4746422490713368,0.0005294025966985607
rgg_n_2_23_s0,48,127002786,8388608,1,7636121,6750445,6773840.59375,6750126.59375,11.292126018563614,0.004716818668991452
rgg_n_2_24_s0,48,265114400,16777216,1,59220711,14018256,38177309.5,14015376.5,35.53385487046922,0.02054107158550964
rim,48,1014951,22560,1,50404,0,47575.828125,47575.828125,5.6110068149353225,0
RM07R,48,37464962,381689,1,2014891,1890653,1913193.09375,1756170.09375,5.047315524760396,7.113040111009266
rma10,48,2374001,46835,1,119333,69903,111281.296875,111281.296875,6.747256102670677,-59.19387848161023
road_central,48,33866826,14081816,1,15124282,13297581,15087691.46875,13329745.46875,0.24193235255729825,-0.24188210434664772
roadNet-CA,48,5533214,1971281,1,729840,468912,692019.40625,440333.40625,5.182039042803902,6.094660352048999
roadNet-PA,48,3083796,1090920,1,380800,240785,354433.9375,219716.9375,6.923860950630252,8.749740432335901
roadNet-TX,48,3843320,1393383,1,459314,313644,423494.625,300965.625,7.7984505153337365,4.0422820140031375
road_usa,48,57708624,23947347,1,9122724,6742991,8580984.75,6693795.75,5.938349663981942,0.7295760887119678
s3dkq4m2,48,4820891,90449,1,240544,231907,225979.265625,225979.265625,6.054914849258348,2.5560825568007863
s3dkt3m2,48,3753461,90449,1,190484,181744,175943.484375,175943.484375,7.633457731358015,3.191585760740382
s4dkt3m2,48,3753461,90449,1,190484,181744,175943.484375,175943.484375,7.633457731358015,3.191585760740382
Serena,48,64531701,1391349,1,3564769,3319687,3369950.484375,3133711.484375,5.465109117168602,5.602200316626236
ship_001,48,4644230,34920,1,233978,220880,222096.28125,217698.28125,5.078135016967407,1.440473899855125
ship_003,48,8086034,121728,1,424092,388677,393026.84375,379032.84375,7.325098386670817,2.481277834808852
shipsec1,48,7813404,140874,1,403719,379056,387867.3125,366253.3125,3.9264160220351285,3.3775187571229583
shipsec5,48,10113096,179860,1,514564,494059,499028.375,474051.375,3.0191822591553237,4.049642856419982
shipsec8,48,6653399,114919,1,344625,320970,327007.078125,311878.078125,5.112200761697498,2.832639148518553
Si34H36,48,5156379,97569,1,305048,249571,280041.265625,241705.265625,8.19763918301382,3.1517020707534127
Si41Ge41H72,48,15011265,185639,1,857775,726061,781603.046875,703653.046875,8.880178732767916,3.0862356089915313
Si87H76,48,10661631,240369,1,645420,525268,601369.953125,499763.953125,6.825020432431595,4.85543510645994
SiO2,48,11283503,155331,1,1287459,547890,1275259.203125,528914.203125,0.9475872144277993,3.4634318704484475
SiO,48,1317655,33401,1,77084,0,70316.078125,61765.078125,8.779930822219915,0
sme3Db,48,2081063,29067,1,834403,0,784881.828125,97549.828125,5.934922558404033,0
sme3Dc,48,3148656,42930,1,1495589,149886,1440688.25,147593.25,3.670844730738191,1.529662543533085
smt,48,3753184,25710,1,190251,177670,175930.5,175930.5,7.527161486667613,0.9790623065233298
soc-LiveJournal1,48,68993773,4847571,1,40425632,18680072,40170307.109375,20292508.109375,0.6315915868056188,-8.631851683307216
soc-Pokec,48,30622564,1632803,1,27893152,5827749,27827438.6875,7857928.6875,0.23558941097800634,-34.83642976902402
sparsine,48,1548988,50000,1,283253,0,278663.8125,72608.8125,1.6201726018788856,0
srb1,48,2962152,54924,1,147843,142694,138850.875,138850.875,6.082212211602849,2.6932632065819164
ss,48,34753577,1652680,1,2074203,2064510,2074110.921875,1846869.921875,0.004439205082626917,10.541972580660786
Stanford_Berkeley,48,7583376,683446,1,563655,431351,532243.75,355470.75,5.572779448421464,17.591300356322346
Stanford,48,2312497,281903,1,2045015,126002,2042200.296875,108398.296875,0.13763728505658882,13.970971194901669
std1_Jac2,48,1248731,21982,1,60918,0,58534.265625,58534.265625,3.9130213976164683,0
std1_Jac3,48,1455848,21982,1,70590,0,68242.875,68242.875,3.3250106247343814,0
StocF-1465,48,21005389,1465137,1,1414933,1193675,1309255.609375,1104504.609375,7.468720471216658,7.470240276876034
stokes,48,349321980,11449533,1,22642818,20262825,21425758.8125,19611602.8125,5.375034094696163,3.2138765818685204
stomach,48,3021648,213360,1,203391,155227,170654.75,141639.75,16.095230369092047,8.753148614609572
struct3,48,1173694,53570,1,63428,0,55016.90625,55016.90625,13.260852856782494,0
sx-stackoverflow,48,36233450,2601977,1,35835715,14938942,35811912.96875,17516536.96875,0.06641985865218539,-17.25420025561382
t2em,48,4590832,921632,1,336079,301776,304332.25,215195.25,9.44621651456949,28.690402815333226
t3dh_a,48,4352105,79171,1,218004,211528,216332.921875,204004.921875,0.7665355337516743,3.556540091619077
t3dh_e,48,4352105,79171,1,218004,211528,216332.921875,204004.921875,0.7665355337516743,3.556540091619077
t3dh,48,4352105,79171,1,218004,211528,216332.921875,204004.921875,0.7665355337516743,3.556540091619077
TEM152078,48,6459326,152078,1,357233,315944,337646.90625,302780.90625,5.482722410863499,4.166274323930823
TEM181302,48,7839010,181302,1,435323,385072,411461.59375,367453.59375,5.481310716410573,4.575353765010179
test1,48,12968200,392908,1,775482,670616,677021.375,607884.375,12.696700245782623,9.354328706741265
thermomech_dK,48,2846228,204316,1,636717,148352,615183.9375,133416.9375,3.381889049609167,10.067314562661778
thermomech_dM,48,1423116,204316,1,561020,0,548475.5625,66708.5625,2.236005400876974,0
thread,48,4470048,29736,1,224006,211898,209612.5,209533.5,6.425497531316125,1.1158670681176792
tmt_sym,48,5080961,726713,1,336020,306494,309008.046875,238170.046875,8.03879326379382,22.292101354349512
tmt_unsym,48,4584801,917825,1,335782,301176,305032.546875,214912.546875,9.157564468911376,28.642206923858478
tn2010,48,1193966,240116,1,142782,0,130035.15625,55967.15625,8.92748648289,0
torso1,48,8516500,116158,1,562740,411909,417699.9375,399210.9375,25.773903134662547,3.0827349001842643
torso2,48,1033473,115967,1,63663,0,63567.046875,48444.046875,0.15072039489185243,0
torso3,48,4429042,259156,1,295049,229628,264378.34375,207611.34375,10.395105982396144,9.58796673315101
Transport,48,23500731,1602111,1,1350004,1313915,1349909.765625,1275150.765625,0.006980303391693654,2.9502847882092826
trdheim,48,1935324,22098,1,94860,0,90718.3125,90718.3125,4.366105313092979,0
troll,48,11985111,213453,1,608314,584320,587608.078125,561802.078125,3.4038213611720263,3.853696925486035
TSC_OPF_1047,48,2016902,8140,1,94014,91291,94542.28125,94542.28125,-0.5619176399259684,-3.5614477330733587
TSOPF_FS_b162_c3,48,1801300,30798,1,102354,53777,96696.9375,84435.9375,5.526957910780234,-57.011245513881406
TSOPF_FS_b162_c4,48,2398220,40798,1,142122,109746,136386.5625,112416.5625,4.03557331025457,-2.4334030397463233
TSOPF_FS_b300_c1,48,4400122,29214,1,237829,199317,237044.71875,206255.71875,0.3297668703143855,-3.481247836361173
TSOPF_FS_b300_c2,48,8767466,56814,1,481438,402995,472074.96875,410974.96875,1.9448051981771277,-1.9801656968448738
TSOPF_FS_b300_c3,48,13135930,84414,1,741030,607305,730471.71875,615746.71875,1.4248115798280772,-1.3900295156469977
TSOPF_FS_b300,48,4400122,29214,1,237829,199317,237044.71875,206255.71875,0.3297668703143855,-3.481247836361173
TSOPF_FS_b39_c19,48,1977600,76216,1,121185,57857,111748.0,92700.0,7.787267401080992,-60.222617833624284
TSOPF_FS_b39_c30,48,3121160,120216,1,190997,142525,190832.375,146304.375,0.08619245328460656,-2.6517277670584107
TSOPF_RS_b2052_c1,48,6761100,25626,1,316705,316267,316926.5625,316926.5625,-0.06995863658609748,-0.2085461018696228
TSOPF_RS_b2383_c1,48,16171169,38120,1,763766,756782,758023.546875,758023.546875,0.7518602719943019,-0.16405607889722534
TSOPF_RS_b2383,48,16171169,38120,1,763766,756782,758023.546875,758023.546875,0.7518602719943019,-0.16405607889722534
TSOPF_RS_b300_c1,48,1474325,14538,1,68972,35571,69108.984375,69108.984375,-0.19860867453459374,-94.28462617019481
TSOPF_RS_b300_c2,48,2943887,28338,1,137750,137057,137994.703125,137994.703125,-0.1776429219600726,-0.6841701810195758
TSOPF_RS_b300_c3,48,4413449,42138,1,213329,205528,206880.421875,206880.421875,3.022832397376822,-0.65802317689074
TSOPF_RS_b39_c30,48,1079986,60098,1,58568,0,50624.34375,50624.34375,13.5631338785685,0
TSOPF_RS_b678_c1,48,4396289,18696,1,205716,205331,206076.046875,206076.046875,-0.1750213279472671,-0.36285162737238896
TSOPF_RS_b678_c2,48,8781949,35696,1,411654,410940,411653.859375,411653.859375,3.416097013511347e-05,-0.17371377208351585
tsyl201,48,2454957,20685,1,124429,0,115646.109375,115076.109375,7.0585559837336955,0
turon_m,48,1690876,189924,1,110221,0,107561.8125,79259.8125,2.412596057012729,0
twotone,48,1224224,120750,1,82918,0,77923.5,57385.5,6.023420728912901,0
tx2010,48,4456272,914231,1,973975,303707,920896.75,279783.75,5.449652198465053,7.877082187766499
uk-2002,48,298113762,18520486,1,18612906,17254138,17897725.59375,16883288.59375,3.8423898248344455,2.1493360389838077
uk-2005,48,936364282,39459925,1,46358554,46358491,46358461.71875,46358377.71875,0.00019905981105450353,0.0002443592264467797
va2010,48,1402128,285762,1,135998,0,123684.75,65724.75,9.053993441080015,0
vanbody,48,2336898,47072,1,124637,0,109542.09375,109542.09375,12.111095621685376,0
vas_stokes_1M,48,34767207,1090664,1,2435075,1920559,2245320.828125,1774533.828125,7.792539115838321,7.603264043177013
vas_stokes_2M,48,65129037,2146677,1,4550691,3660584,4304613.609375,3491089.609375,5.407473076616276,4.630255462652954
vas_stokes_4M,48,131577616,4382246,1,8900301,7482469,8500833.75,7183305.75,4.4882442739857895,3.9981889667701926
venkat01,48,1717792,62424,1,94099,0,81574.5,80521.5,13.30991827755874,0
venkat25,48,1717792,62424,1,94099,0,81574.5,80521.5,13.30991827755874,0
venkat50,48,1717792,62424,1,94099,0,81574.5,80521.5,13.30991827755874,0
venturiLevel3,48,16108474,4026819,1,1704202,1458612,1678647.71875,1382082.71875,1.4994866365606894,5.2467195697005105
viscorocks,48,1162244,37762,1,58849,0,54480.1875,54480.1875,7.423766758993356,0
vsp_bcsstk30_500sep_10in_1Kout,48,4033156,58348,1,3695107,192717,3663942.1875,189054.1875,0.8434075792663108,1.9006172262955527
vsp_finan512_scagr7-2c_rlfddd,48,1104040,139752,1,220848,0,218111.875,51751.875,1.2389177171629355,0
vsp_msc10848_300sep_100in_1Kout,48,2442056,21996,1,1716450,0,1661017.375,114471.375,3.229492557313059,0
water_tank,48,2035281,60740,1,105594,0,95856.796875,95403.796875,9.221360233535997,0
wave,48,2118662,156317,1,144148,0,133876.28125,99312.28125,7.12581426728085,0
wb-edu,48,57156537,9845725,1,4126292,3861095,3994639.671875,3810696.671875,3.1905722650020887,1.3052858871641335
webbase-1M,48,3105536,1000005,1,394309,244237,381375.0,233577.0,3.2801685987385523,4.364613060265234
web-BerkStan,48,7600595,685230,1,475060,424551,454020.890625,356277.890625,4.428726766092704,16.081250397478748
web-Google,48,5105039,916428,1,5289517,505164,5284477.703125,770983.703125,0.09526950901188143,-52.620476345305676
web-NotreDame,48,1497134,325729,1,140884,36201,137760.15625,70178.15625,2.217316196303342,-93.85695491837242
web-Stanford,48,2312497,281903,1,1864573,126034,1848099.296875,108398.296875,0.8835107622495875,13.992813943062982
wi2010,48,1209404,253096,1,134506,0,122395.8125,56690.8125,9.003455236197642,0
wikipedia-20051105,48,19753078,1634989,1,15418045,3297103,15308465.53125,3712293.53125,0.7107222008367468,-12.59258601414636
wikipedia-20060925,48,37269096,2983494,1,31425698,10700402,31254890.875,11910342.875,0.543526909092043,-11.307433823514295
wikipedia-20061104,48,39383235,3148440,1,33373845,11728808,33197763.140625,13019124.140625,0.5276043541731557,-11.001255546386298
wikipedia-20070206,48,45030389,3566907,1,38646742,14479754,38452863.484375,15975439.484375,0.5016684605004996,-10.329495130752912
wiki-Talk,48,5021410,2394385,1,3820636,1842294,3812708.59375,2029670.59375,0.20748917850326487,-10.170830157944389
wiki-talk-temporal,48,3309592,1140149,1,2161345,469963,2149502.125,587570.125,0.5479400558448558,-25.024762587693072
wiki-topcats,48,28511807,1791489,1,12721740,2968088,12415497.953125,2837812.953125,2.407233970156598,4.389190848620391
x104,48,10167624,108384,1,504024,487285,487441.375,476607.375,3.2900467041252006,2.1912484480334915
xenon1,48,1181120,48600,1,64650,0,55365.0,55365.0,14.361948955916473,0
xenon2,48,3866688,157464,1,210007,193583,203551.0,181251.0,3.074183241510997,6.370394094522763
Zd_Jac2,48,1642833,22835,1,80214,0,77007.796875,77007.796875,3.9970617660258805,0
Zd_Jac3,48,1916152,22835,1,92932,0,89819.625,89819.625,3.349088580897861,0
Zd_Jac6,48,1711983,22835,1,83258,0,80249.203125,80249.203125,3.6138231461240964,0
